"Notes"	"Occurrence State"	"Occurrence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Missouri"	"29"	"Jul., 2019"	"2019/07"	84	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2019"	"2019/08"	110	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2019"	"2019/09"	99	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2019"	"2019/10"	109	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2019"	"2019/11"	91	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2019"	"2019/12"	105	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2020"	"2020/01"	105	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2020"	"2020/02"	102	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2020"	"2020/03"	117	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2020"	"2020/04"	142	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2020"	"2020/05"	154	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2020"	"2020/06"	122	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2020"	"2020/07"	115	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2020"	"2020/08"	119	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2020"	"2020/09"	96	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2020"	"2020/10"	110	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2020"	"2020/11"	99	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2020"	"2020/12"	106	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2021"	"2021/01"	126	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2021"	"2021/02"	117	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2021"	"2021/03"	139	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2021"	"2021/04"	141	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2021"	"2021/05"	155	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2021"	"2021/06"	138	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2021"	"2021/07"	125	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2021"	"2021/08"	136	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2021"	"2021/09"	121	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2021"	"2021/10"	134	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2021"	"2021/11"	125	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2021"	"2021/12"	130	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2022 (provisional)"	"2022/01"	136	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2022 (provisional)"	"2022/02"	117	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2022 (provisional)"	"2022/03"	122	Not Applicable	Not Applicable
	"Missouri"	"29"	"Apr., 2022 (provisional)"	"2022/04"	133	Not Applicable	Not Applicable
	"Missouri"	"29"	"May, 2022 (provisional)"	"2022/05"	132	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jun., 2022 (provisional)"	"2022/06"	136	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jul., 2022 (provisional)"	"2022/07"	129	Not Applicable	Not Applicable
	"Missouri"	"29"	"Aug., 2022 (provisional)"	"2022/08"	139	Not Applicable	Not Applicable
	"Missouri"	"29"	"Sep., 2022 (provisional)"	"2022/09"	142	Not Applicable	Not Applicable
	"Missouri"	"29"	"Oct., 2022 (provisional)"	"2022/10"	130	Not Applicable	Not Applicable
	"Missouri"	"29"	"Nov., 2022 (provisional)"	"2022/11"	127	Not Applicable	Not Applicable
	"Missouri"	"29"	"Dec., 2022 (provisional)"	"2022/12"	135	Not Applicable	Not Applicable
	"Missouri"	"29"	"Jan., 2023 (provisional)"	"2023/01"	135	Not Applicable	Not Applicable
	"Missouri"	"29"	"Feb., 2023 (provisional)"	"2023/02"	123	Not Applicable	Not Applicable
	"Missouri"	"29"	"Mar., 2023 (provisional)"	"2023/03"	127	Not Applicable	Not Applicable
	"Montana"	"30"	"Jul., 2020"	"2020/07"	10	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2020"	"2020/09"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Apr., 2021"	"2021/04"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2021"	"2021/05"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2021"	"2021/09"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Dec., 2021"	"2021/12"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2022 (provisional)"	"2022/01"	12	Not Applicable	Not Applicable
	"Montana"	"30"	"Mar., 2022 (provisional)"	"2022/03"	15	Not Applicable	Not Applicable
	"Montana"	"30"	"May, 2022 (provisional)"	"2022/05"	15	Not Applicable	Not Applicable
	"Montana"	"30"	"Sep., 2022 (provisional)"	"2022/09"	11	Not Applicable	Not Applicable
	"Montana"	"30"	"Jan., 2023 (provisional)"	"2023/01"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2018"	"2018/05"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2020"	"2020/03"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2020"	"2020/04"	17	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2020"	"2020/08"	13	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2021"	"2021/03"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Apr., 2021"	"2021/04"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2021"	"2021/05"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2021"	"2021/06"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2021"	"2021/08"	23	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Feb., 2022 (provisional)"	"2022/02"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Mar., 2022 (provisional)"	"2022/03"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"May, 2022 (provisional)"	"2022/05"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jun., 2022 (provisional)"	"2022/06"	17	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Jul., 2022 (provisional)"	"2022/07"	10	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Aug., 2022 (provisional)"	"2022/08"	11	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Oct., 2022 (provisional)"	"2022/10"	12	Not Applicable	Not Applicable
	"Nebraska"	"31"	"Dec., 2022 (provisional)"	"2022/12"	12	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2018"	"2018/01"	30	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2018"	"2018/02"	33	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2018"	"2018/03"	22	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2018"	"2018/04"	26	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2018"	"2018/05"	27	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2018"	"2018/06"	35	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2018"	"2018/07"	40	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2018"	"2018/08"	34	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2018"	"2018/09"	29	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2018"	"2018/10"	26	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2018"	"2018/11"	24	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2018"	"2018/12"	39	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2019"	"2019/01"	47	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2019"	"2019/02"	31	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2019"	"2019/03"	27	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2019"	"2019/04"	37	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2019"	"2019/05"	31	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2019"	"2019/06"	29	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2019"	"2019/07"	29	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2019"	"2019/08"	33	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2019"	"2019/09"	27	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2019"	"2019/10"	23	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2019"	"2019/11"	26	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2019"	"2019/12"	35	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2020"	"2020/01"	39	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2020"	"2020/02"	35	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2020"	"2020/03"	32	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2020"	"2020/04"	55	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2020"	"2020/05"	57	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2020"	"2020/06"	40	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2020"	"2020/07"	54	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2020"	"2020/08"	59	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2020"	"2020/09"	32	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2020"	"2020/10"	52	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2020"	"2020/11"	50	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2020"	"2020/12"	56	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2021"	"2021/01"	56	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2021"	"2021/02"	55	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2021"	"2021/03"	49	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2021"	"2021/04"	54	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2021"	"2021/05"	45	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2021"	"2021/06"	51	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2021"	"2021/07"	56	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2021"	"2021/08"	43	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2021"	"2021/09"	38	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2021"	"2021/10"	47	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2021"	"2021/11"	46	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2021"	"2021/12"	44	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2022 (provisional)"	"2022/01"	43	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2022 (provisional)"	"2022/02"	50	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2022 (provisional)"	"2022/03"	43	Not Applicable	Not Applicable
	"Nevada"	"32"	"Apr., 2022 (provisional)"	"2022/04"	51	Not Applicable	Not Applicable
	"Nevada"	"32"	"May, 2022 (provisional)"	"2022/05"	46	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jun., 2022 (provisional)"	"2022/06"	52	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jul., 2022 (provisional)"	"2022/07"	61	Not Applicable	Not Applicable
	"Nevada"	"32"	"Aug., 2022 (provisional)"	"2022/08"	37	Not Applicable	Not Applicable
	"Nevada"	"32"	"Sep., 2022 (provisional)"	"2022/09"	77	Not Applicable	Not Applicable
	"Nevada"	"32"	"Oct., 2022 (provisional)"	"2022/10"	56	Not Applicable	Not Applicable
	"Nevada"	"32"	"Nov., 2022 (provisional)"	"2022/11"	60	Not Applicable	Not Applicable
	"Nevada"	"32"	"Dec., 2022 (provisional)"	"2022/12"	55	Not Applicable	Not Applicable
	"Nevada"	"32"	"Jan., 2023 (provisional)"	"2023/01"	48	Not Applicable	Not Applicable
	"Nevada"	"32"	"Feb., 2023 (provisional)"	"2023/02"	40	Not Applicable	Not Applicable
	"Nevada"	"32"	"Mar., 2023 (provisional)"	"2023/03"	82	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2018"	"2018/01"	28	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2018"	"2018/02"	30	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2018"	"2018/03"	43	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2018"	"2018/04"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2018"	"2018/05"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2018"	"2018/06"	18	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2018"	"2018/07"	47	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2018"	"2018/08"	30	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2018"	"2018/09"	30	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2018"	"2018/10"	39	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2018"	"2018/11"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2018"	"2018/12"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2019"	"2019/01"	26	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2019"	"2019/02"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2019"	"2019/03"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2019"	"2019/04"	24	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2019"	"2019/05"	27	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2019"	"2019/06"	26	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2019"	"2019/07"	22	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2019"	"2019/08"	25	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2019"	"2019/09"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2019"	"2019/10"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2019"	"2019/11"	24	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2019"	"2019/12"	42	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2020"	"2020/01"	28	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2020"	"2020/02"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2020"	"2020/03"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2020"	"2020/04"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2020"	"2020/05"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2020"	"2020/06"	19	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2020"	"2020/07"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2020"	"2020/08"	17	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2020"	"2020/09"	29	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2020"	"2020/10"	22	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2020"	"2020/11"	24	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2020"	"2020/12"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2021"	"2021/01"	24	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2021"	"2021/02"	23	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2021"	"2021/03"	32	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2021"	"2021/04"	28	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2021"	"2021/05"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2021"	"2021/06"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2021"	"2021/07"	27	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2021"	"2021/08"	33	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2021"	"2021/09"	39	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2021"	"2021/10"	35	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2021"	"2021/11"	20	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2021"	"2021/12"	44	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2022 (provisional)"	"2022/01"	40	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2022 (provisional)"	"2022/02"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2022 (provisional)"	"2022/03"	39	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Apr., 2022 (provisional)"	"2022/04"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"May, 2022 (provisional)"	"2022/05"	28	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jun., 2022 (provisional)"	"2022/06"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jul., 2022 (provisional)"	"2022/07"	37	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Aug., 2022 (provisional)"	"2022/08"	31	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Sep., 2022 (provisional)"	"2022/09"	36	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Oct., 2022 (provisional)"	"2022/10"	33	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Nov., 2022 (provisional)"	"2022/11"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Dec., 2022 (provisional)"	"2022/12"	33	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Jan., 2023 (provisional)"	"2023/01"	34	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Feb., 2023 (provisional)"	"2023/02"	40	Not Applicable	Not Applicable
	"New Hampshire"	"33"	"Mar., 2023 (provisional)"	"2023/03"	37	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2018"	"2018/01"	190	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2018"	"2018/02"	172	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2018"	"2018/03"	215	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2018"	"2018/04"	196	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2018"	"2018/05"	225	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2018"	"2018/06"	219	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2018"	"2018/07"	192	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2018"	"2018/08"	233	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2018"	"2018/09"	214	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2018"	"2018/10"	230	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2018"	"2018/11"	187	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2018"	"2018/12"	206	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2019"	"2019/01"	150	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2019"	"2019/02"	208	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2019"	"2019/03"	166	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2019"	"2019/04"	166	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2019"	"2019/05"	193	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2019"	"2019/06"	195	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2019"	"2019/07"	216	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2019"	"2019/08"	239	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2019"	"2019/09"	196	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2019"	"2019/10"	215	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2019"	"2019/11"	227	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2019"	"2019/12"	235	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2020"	"2020/01"	208	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2020"	"2020/02"	202	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2020"	"2020/03"	201	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2020"	"2020/04"	198	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2020"	"2020/05"	262	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2020"	"2020/06"	212	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2020"	"2020/07"	195	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2020"	"2020/08"	209	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2020"	"2020/09"	186	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2020"	"2020/10"	180	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2020"	"2020/11"	210	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2020"	"2020/12"	181	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2021"	"2021/01"	217	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2021"	"2021/02"	191	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2021"	"2021/03"	249	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2021"	"2021/04"	207	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2021"	"2021/05"	193	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2021"	"2021/06"	246	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2021"	"2021/07"	221	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2021"	"2021/08"	219	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2021"	"2021/09"	222	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2021"	"2021/10"	245	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2021"	"2021/11"	183	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2021"	"2021/12"	190	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2022 (provisional)"	"2022/01"	241	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2022 (provisional)"	"2022/02"	211	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2022 (provisional)"	"2022/03"	225	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Apr., 2022 (provisional)"	"2022/04"	212	Not Applicable	Not Applicable
	"New Jersey"	"34"	"May, 2022 (provisional)"	"2022/05"	199	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jun., 2022 (provisional)"	"2022/06"	206	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jul., 2022 (provisional)"	"2022/07"	194	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Aug., 2022 (provisional)"	"2022/08"	221	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Sep., 2022 (provisional)"	"2022/09"	220	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Oct., 2022 (provisional)"	"2022/10"	232	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Nov., 2022 (provisional)"	"2022/11"	185	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Dec., 2022 (provisional)"	"2022/12"	196	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Jan., 2023 (provisional)"	"2023/01"	151	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Feb., 2023 (provisional)"	"2023/02"	147	Not Applicable	Not Applicable
	"New Jersey"	"34"	"Mar., 2023 (provisional)"	"2023/03"	120	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2018"	"2018/01"	24	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2018"	"2018/02"	21	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2018"	"2018/03"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2018"	"2018/04"	21	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2018"	"2018/05"	23	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2018"	"2018/06"	35	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2018"	"2018/07"	23	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2018"	"2018/08"	29	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2018"	"2018/09"	27	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2018"	"2018/10"	14	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Nov., 2018"	"2018/11"	20	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Dec., 2018"	"2018/12"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2019"	"2019/01"	18	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2019"	"2019/02"	22	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2019"	"2019/03"	25	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2019"	"2019/04"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2019"	"2019/05"	36	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2019"	"2019/06"	40	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2019"	"2019/07"	42	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2019"	"2019/08"	24	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2019"	"2019/09"	40	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2019"	"2019/10"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Nov., 2019"	"2019/11"	33	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Dec., 2019"	"2019/12"	26	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jan., 2020"	"2020/01"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Feb., 2020"	"2020/02"	32	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Mar., 2020"	"2020/03"	36	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Apr., 2020"	"2020/04"	39	Not Applicable	Not Applicable
	"New Mexico"	"35"	"May, 2020"	"2020/05"	47	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jun., 2020"	"2020/06"	57	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Jul., 2020"	"2020/07"	41	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Aug., 2020"	"2020/08"	55	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Sep., 2020"	"2020/09"	48	Not Applicable	Not Applicable
	"New Mexico"	"35"	"Oct., 2020"	"2020/10"	28	Not Applicable	Not Applicable
