CMS Certification Number (CCN),Provider Name,Phone,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,address,match,lat,lon
108168,SUNCREST OMNI,8505057777,Yes,Yes,Yes,Yes,Yes,Yes,"4224 WOODBLUFF DR, MESQUITE, TX, 75150",True,32.821987,-96.60071
147806,"VITAL WELLNESS HEALTHCARE, INC",2177179109,Yes,Yes,Yes,Yes,Yes,Yes,"2737 WEST BASELINE ROAD, TEMPE, AZ, 85283",False,,
237557,ACCELERATED HOMECARE SERVICES,2482816880,Yes,Yes,Yes,Yes,Yes,Yes,"1909 CUBA AVE STE 4, ALAMOGORDO, NM, 88310",True,32.91273,-105.94654
237558,UNITY HOME CARE,7346825226,Yes,Yes,Yes,Yes,Yes,Yes,"24W500 MAPLE AVENUE, NAPERVILLE, IL, 60540",True,41.78099,-88.10248
237559,HOME HEALTH PARTNERS,2483581186,Yes,Yes,Yes,Yes,Yes,Yes,"4745 NORTH 7TH STREET, PHOENIX, AZ, 85014",True,33.505318,-112.06502
457828,NURTURING HOME HEALTHCARE AGENCY  INC,2819800881,Yes,Yes,No,Yes,Yes,Yes,"10211 GARLAND ROAD, DALLAS, TX, 75218",True,32.8406,-96.69392
58287,NIGHTINGALE HOME CARE INC,6193371888,Yes,Yes,Yes,Yes,Yes,Yes,"500 BROADWAY STREET, JEFFERSON CITY, MO, 65101",False,,
398023,RESTA HOME HEALTH LLC,8149482848,Yes,Yes,Yes,Yes,Yes,Yes,"930 OAK STREET, BAKERSFIELD, CA, 93304",True,35.366486,-119.03877
457831,CHARISMA HOME HEALTHCARE,4694546826,Yes,Yes,Yes,Yes,Yes,Yes,"2225 E RANDOL MILL ROAD SUITE 400, ARLINGTON, TX, 76011",True,32.74797,-97.07198
457833,PARADIGM HOMECARE,9035811223,Yes,Yes,Yes,Yes,Yes,Yes,"1862 ROCK PRAIRIE RD SUITE 202, COLLEGE STATION, TX, 77845",False,,
457834,ENCOMPASS HOME HEALTH OF EAST TEXAS,9036802220,Yes,Yes,Yes,Yes,Yes,No,"13791 ROSWELL AVENUE SUITE E, CHINO, CA, 91710",True,34.002598,-117.72176
108170,ADVENTHEALTH HOME CARE GULF COAST,8137796319,Yes,Yes,Yes,Yes,Yes,Yes,"111 E BURLESON, MARSHALL, TX, 75670",False,,
58292,HEALTHCARE CALIFORNIA,5592439990,Yes,Yes,Yes,Yes,Yes,Yes,"514 S FANNIN AVE SUITE B, TYLER, TX, 75702",True,32.34466,-95.29842
58293,"PEOPLE'S CARE HOME HEALTH, INC",9092956400,Yes,Yes,Yes,Yes,Yes,Yes,"1173 N PRICE, SAINT LOUIS, MO, 63132",False,,
108169,"CARING PROFESSIONAL SERVICES, INC.",3052660731,Yes,Yes,Yes,No,Yes,Yes,"2076 ST ANTHONY AVENUE, SAINT PAUL, MN, 55104",True,44.953815,-93.18753
147807,"STERLING HOME HEALTH CARE, INC",8472980008,Yes,Yes,Yes,Yes,Yes,Yes,"7620 GROSS POINT ROAD, SKOKIE, IL, 60077",True,42.01926,-87.77542
58294,"OUTREACH HOME HEALTH SERVICES, INC",6266180448,Yes,Yes,Yes,Yes,Yes,Yes,"37 SANDSTONE CIRCLE, JACKSON, TN, 38305",True,35.676605,-88.85378
297120,"KREDENCE HOME HEALTH AGENCY, LLC",7028782495,Yes,Yes,Yes,Yes,Yes,Yes,"417 EAST 1ST STREET, MONTICELLO, IA, 52310",True,42.238125,-91.18538
457837,FIRST IN CARE HOME HEALTH,2819407365,Yes,Yes,Yes,Yes,Yes,Yes,"221 N SAN DIMAS AVE, SAN DIMAS, CA, 91773",False,,
58297,"CNE HOME HEALTH SERVICES, INC",9513514263,Yes,Yes,Yes,Yes,Yes,Yes,"150 LAMESA DR, BRIDGE CITY, TX, 77611",True,30.035408,-93.829666
58215,"FIVE STAR HOME HEALTH, INC",3106420026,Yes,Yes,Yes,Yes,Yes,Yes,"CARR #2 KM 108 9 MARGINAL BO COTO, ISABELA, PR, 662",False,,
237564,HOME CARE PROFESSIONALS,5865585000,Yes,Yes,Yes,Yes,Yes,Yes,"7410 SPRING VILLAGE DRIVE, SPRINGFIELD, VA, 22150",True,38.76792,-77.20197
248086,GOOD SAMARITAN SOCIETY - HOME CARE,7635469020,Yes,Yes,Yes,Yes,Yes,Yes,"602-C COMMERCE DRIVE, PALMDALE, CA, 93551",False,,
237566,PEOPLE'S HOME CARE SERVICES,2484429971,Yes,Yes,Yes,Yes,Yes,Yes,"3140 FOREST RD, SPRING HILL, FL, 34606",True,28.476828,-82.61166
237567,PRIMARY CHOICE HOME CARE OF MICHIGAN,2484735400,Yes,Yes,Yes,Yes,Yes,Yes,"16151 CAIRNWAY DR STE 200, HOUSTON, TX, 77084",True,29.84123,-95.645355
237568,TENDER NURSING HOME CARE,2483529330,Yes,Yes,Yes,Yes,Yes,Yes,"11760 CENTRAL AVENUE SUITE 200, CHINO, CA, 91710",True,34.039574,-117.689514
287126,HOME NURSING WITH HEART,4026144622,Yes,Yes,Yes,Yes,Yes,Yes,"419 W 49 ST STE 200, HIALEAH, FL, 33012",True,25.866669,-80.2917
237569,HOME CARE SOLUTIONS I I,2484438324,Yes,Yes,Yes,Yes,Yes,Yes,"7410 BLANCO ROAD SUITE 101, SAN ANTONIO, TX, 78216",True,29.527788,-98.505356
147809,"ALLIED HOME HEALTH CARE, INC",7733389900,Yes,Yes,Yes,Yes,Yes,Yes,"8880 UNIVERSITY PKWY STE B, PENSACOLA, FL, 32514",True,30.531193,-87.22122
457841,CHILDRENS HOME HEALTHCARE OF AMARILLO,8063676612,Yes,No,No,No,No,Yes,"30 NORTHWOODS BLVD, COLUMBUS, OH, 43235",True,40.12984,-83.01722
457842,VITAL CARE HOME HEALTH,9155954804,Yes,Yes,Yes,Yes,Yes,Yes,"8700 COMMERCE PARK SUITE 237, HOUSTON, TX, 77036",True,29.687084,-95.5352
457843,ANEW HEALTHCARE INC,2103590251,Yes,Yes,Yes,Yes,Yes,Yes,"2621 MONTEGA DR STE E, SPRINGFIELD, IL, 62704",True,39.77115,-89.69138
457847,WORLD HEALTH SERVICES INC,7135410651,Yes,Yes,Yes,Yes,Yes,Yes,"5979 VINELAND RD STE 315, ORLANDO, FL, 32819",True,28.482864,-81.462616
457848,ABSOLUTELY ANGELS INC,9406860324,Yes,Yes,Yes,Yes,Yes,Yes,"184 GULF FRWY S SUITE A2, LEAGUE CITY, TX, 77573",True,29.501781,-95.112854
457849,ALFRED HEALTHCARE SERVICES  INC.,8175488500,Yes,Yes,Yes,Yes,No,Yes,"2321 WATER STREET SUITE E, PORT HURON, MI, 48060",True,42.99364,-82.45549
217154,"PROFESSIONAL HEALTHCARE RESOURCES OF MARYLAND, INC",2403950000,Yes,Yes,Yes,Yes,Yes,Yes,"1121 SOUTH 11TH STREET, PHILADELPHIA, PA, 19147",True,39.936573,-75.161514
467219,SIGNATURE HEALTHCARE AT HOME-NUTHH,8014757500,Yes,Yes,Yes,Yes,Yes,Yes,"8103 BELLAIRE, HOUSTON, TX, 77036",True,29.705088,-95.52825
147811,HRS HOME HEALTH,3126043740,Yes,Yes,Yes,Yes,Yes,Yes,"1560 N MONROE ST, MONROE, MI, 48162",False,,
108171,MEDERI CARETENDERS,9419539494,Yes,Yes,Yes,Yes,Yes,Yes,"4243 CUSTER CREEK DRIVE, MISSOURI CITY, TX, 77459",True,29.603502,-95.57154
108172,"AMERICARE HOME HEALTH SERVICES, INC.",2392610313,Yes,Yes,Yes,Yes,Yes,Yes,"800 BOONE AVENUE NORTH SUITE 175, GOLDEN VALLEY, MN, 55422",False,,
108173,TRILOGY HOME HEALTHCARE,2392757717,Yes,Yes,Yes,Yes,Yes,Yes,"1111 INTERSTATE 35 N #204, ROUND ROCK, TX, 78664",False,,
467220,ASPEN RIDGE HOME HEALTH,8017133248,Yes,Yes,Yes,Yes,Yes,Yes,"755 BOARDMAN CANFIELD ROAD, BOARDMAN, OH, 44512",True,41.02452,-80.68567
327195,"NM CUIDADO CASERO HOME HEALTH, LLC",5758823539,Yes,Yes,Yes,Yes,Yes,Yes,"809 CHALAN PASAHERU, BARRIGADA, GU, 96913",False,,
457852,A MED HOME HEALTH,4097190111,Yes,Yes,Yes,Yes,Yes,Yes,"2501 BAYLOR SUITE 100, LUBBOCK, TX, 79415",True,33.60136,-101.87073
457854,COMMUNITY HEALTHCARE SERVICES,9155879994,Yes,Yes,Yes,Yes,Yes,Yes,"12708 ALAMEDA AVE, CLINT, TX, 79836",True,31.58989,-106.235054
457855,BAYLOR INSTITUTE FOR REHABILITATION HOME HEALTH SE,9726913131,Yes,Yes,Yes,Yes,Yes,Yes,"3125 W COMMERCIAL BLVD STE 110, FORT LAUDERDALE, FL, 33309",False,,
457858,ESSENTIAL HOME CARE INC,9566830505,Yes,Yes,Yes,Yes,Yes,No,"331 MELROSE DRIVE SUITE 150, RICHARDSON, TX, 75080",True,32.96921,-96.72699
497598,ENCOMPASS HOME HEALTH OF VIRGINIA,8045416224,Yes,Yes,Yes,Yes,Yes,Yes,"2040 N LOOP 336 WEST SUITE 302, CONROE, TX, 77304",True,30.283165,-95.47727
497599,HEAVEN'S TOUCH NURSING SERVICES LLC,8043776966,Yes,Yes,Yes,No,No,Yes,"1017 N BRAND BLVD SUITE A, GLENDALE, CA, 91202",True,34.160515,-118.255135
267594,"PATIENT CARE PROFESSIONALS, INC",6362270722,Yes,Yes,Yes,Yes,Yes,Yes,"G-8305 SOUTH SAGINAW, GRAND BLANC, MI, 48439",False,,
497601,MOUNTAIN  STATES HOMECARE - CLINTWOOD,2769266600,Yes,Yes,Yes,Yes,Yes,Yes,"415 WEAVER STREET, CEDAR HILL, TX, 75104",True,32.58111,-96.93908
457860,OPTIMAL COMMUNITY SUPPORT SERVICES,7136690299,Yes,Yes,Yes,Yes,Yes,Yes,"11104 W AIRPORT BLVD SUITE 130, STAFFORD, TX, 77477",True,29.641127,-95.56832
108175,MOORINGS PARK HOME HEALTH AGENCY,2396439128,Yes,Yes,Yes,Yes,Yes,Yes,"777 S BROADWAY AVENUE SUITE 200, TYLER, TX, 75701",True,32.340645,-95.30064
377688,ACCENTRA HOME HEALTH - WESTERN,4057227171,Yes,Yes,Yes,Yes,Yes,Yes,"301 WEST MAIN STREET, ATLANTA, TX, 75551",True,33.11521,-94.170044
457861,RAPHA HOME HEALTH CARE INC,8324516162,Yes,Yes,Yes,No,No,No,"407 E METHVIN ST SUITE 300A, LONGVIEW, TX, 75601",True,32.4949,-94.73468
457862,GRACES TLC HOME INC,2814990705,Yes,Yes,Yes,Yes,Yes,Yes,"85 I - 10 FRONTAGE ROAD STE 100, BEAUMONT, TX, 77707",False,,
457864,PLATINUM HOME HEALTH INC,9037398070,Yes,Yes,Yes,Yes,Yes,Yes,"37834 MEDICAL ARTS CT, ZEPHYRHILLS, FL, 33541",True,28.263273,-82.19115
147808,"USA WE CARE HOME HEALTHCARE, INC",8476744940,Yes,Yes,Yes,Yes,Yes,Yes,"8303 SOUTHWEST FREEWAY SUITE 702, HOUSTON, TX, 77074",False,,
147812,"O & P HOME HEALTH CARE, INC",8473297050,Yes,Yes,Yes,Yes,Yes,Yes,"5709 N WEST, FRESNO, CA, 93711",False,,
147813,"BOWES IN-HOME CARE, INC",8477425757,Yes,Yes,Yes,Yes,Yes,Yes,"400 BELCHER SUITE 6, CLEVELAND, TX, 77327",True,30.351385,-95.087364
237571,VITAL HOME HEALTH CARE,2489674075,Yes,Yes,Yes,Yes,Yes,Yes,"3230 FALLOW FIELD DRIVE, DIAMOND BAR, CA, 91765",True,33.970356,-117.84922
368100,"BETTER HOME CARE SERVICES, INC",6148889375,Yes,Yes,Yes,Yes,No,Yes,"2802 GARTH ROAD SUITE #315, BAYTOWN, TX, 77521",True,29.75171,-94.97712
497600,AT HOME CARE,7572202112,Yes,Yes,Yes,Yes,Yes,Yes,"408 S MAIN STREET, PLYMOUTH, MI, 48170",False,,
398030,GEISINER HOME HEALTH,5704504050,Yes,Yes,Yes,Yes,Yes,No,"440 N. 18TH STREET #8, BEAUMONT, TX, 77707",True,30.084734,-94.13775
58298,"TRUE CARE HOME HEALTH AGENCY, INC",6263010710,Yes,Yes,Yes,Yes,Yes,Yes,"7106 SHERMAN RIDGE LANE, HOUSTON, TX, 77083",True,29.699291,-95.68531
58301,ENHANCEDCARE HOME HEALTH,6265706760,Yes,Yes,Yes,Yes,Yes,Yes,"11104 WEST AIRPORT BOULEVARD SUITE 255A, STAFFORD, TX, 77477",True,29.641127,-95.56827
147815,"ADVANCED HOME HEALTH SERVICES, INC",8478036993,Yes,Yes,Yes,Yes,Yes,Yes,"4579 MAPLE AVENUE, LA MESA, CA, 91941",True,32.76156,-117.02991
297121,"OPTIMUM HEALTH CARE, LLC",7022620031,Yes,Yes,Yes,Yes,Yes,Yes,"221 S VERDUGO ROAD, GLENDALE, CA, 91205",True,34.143726,-118.23434
377689,VIALIFE HOME HEALTH CARE,9188249600,Yes,Yes,Yes,Yes,Yes,Yes,"3901 BIGLER AVENUE, NORTHERN CAMBRIA, PA, 15714",False,,
227484,"FAMILY CARE EXTENDED, INC",7814495155,Yes,Yes,Yes,Yes,No,Yes,"14680 SW 8TH ST STE 206, MIAMI, FL, 33184",False,,
267595,ELARA CARING,3145218443,Yes,Yes,Yes,Yes,Yes,Yes,"4393 TYLER STREET, RIVERSIDE, CA, 92503",True,33.920944,-117.46875
457867,NORTH HOME HEALTHCARE LLC,2815656525,Yes,Yes,Yes,Yes,Yes,Yes,"3449 RIDGE ROAD STE 1, HIGHLAND, IN, 46322",True,41.553024,-87.44589
368102,"PURE HEALTH CARE, LLC",6144570909,Yes,Yes,Yes,No,No,Yes,"8616 LA TIJERA BLVD, LOS ANGELES, CA, 90045",False,,
147816,"OPTIMUM HEALTHCARE SERVICES, INC OF IL",7738788738,Yes,Yes,Yes,Yes,Yes,Yes,"4905 SOUTH 107TH AVENUE, OMAHA, NE, 68127",True,41.210716,-96.07905
377690,ELARA CARING IV,4052240012,Yes,Yes,Yes,Yes,Yes,Yes,"25882 ORCHARD LAKE RD, FARMINGTON, MI, 48336",True,42.483734,-83.35775
377691,"MAYS HOUSECALL HOME HEALTH OF TULSA, LLC",9184370620,Yes,Yes,Yes,Yes,Yes,Yes,"9143 PHILIPS HWY STE 535, JACKSONVILLE, FL, 32256",True,30.200716,-81.57307
457865,SALDIVAR HOME HEALTH INC,3613961204,Yes,Yes,Yes,Yes,Yes,Yes,"1415 LILAC DRIVE NORTH 210, GOLDEN VALLEY, MN, 55422",True,44.99342,-93.34985
147814,ADVANCARE HEALTHCARE SERVICES,7083922000,Yes,Yes,Yes,Yes,Yes,Yes,"8208 WASHINGTON ST, PORT RICHEY, FL, 34668",True,28.276493,-82.7196
227485,NIZHONI HEALTH SYSTEMS,6176233211,Yes,Yes,Yes,Yes,No,Yes,"19327 FARMINGTON ROAD, LIVONIA, MI, 48152",True,42.428265,-83.37502
108177,HOME ADVANTAGE - PRIVATE,3059481700,Yes,Yes,Yes,Yes,Yes,Yes,"9303 S VANDERPOOL, CHICAGO, IL, 60620",False,,
108179,CALURA HOME HEALTH SERVICES INC,3056400703,Yes,Yes,No,No,No,No,"1681 W 37TH ST UNITS 13 AND 14, HIALEAH, FL, 33012",True,25.85528,-80.316246
248087,FIRSTAT NURSING SERVICES,6512880222,Yes,Yes,Yes,Yes,Yes,Yes,"10101 FONDREN SUITE 205, HOUSTON, TX, 77096",True,29.67085,-95.50857
67450,ACARIA INC,3034038888,Yes,Yes,Yes,Yes,Yes,Yes,"9933 LAWLER AVENUE, SKOKIE, IL, 60077",True,42.061066,-87.75274
108181,ANGELS CARE HOME HEALTH OF THE EMERALD COAST,8508625424,Yes,Yes,Yes,Yes,Yes,No,"8449 WEST BELLFORT STREET SUITE 335, HOUSTON, TX, 77071",True,29.655653,-95.515945
108182,PALM BEACH HOME HEALTH INC,5619635544,Yes,Yes,Yes,Yes,Yes,Yes,"1170 N. DURFEE AVE., EL MONTE, CA, 91733",False,,
108183,FIRST CHOICE HOME HEALTH INC,5612962770,Yes,Yes,Yes,Yes,Yes,Yes,"600 SOUTH FIFTH STREET, SAINT PETER, MN, 56082",True,44.323303,-93.963554
497602,SPECIAL CARE HOME HEALTH,2769356655,Yes,Yes,Yes,No,No,Yes,"3017 W CHARLESTON BLVD., LAS VEGAS, NV, 89102",True,36.158875,-115.18201
58300,INFINITE HOME HEALTH INC,8054971777,Yes,Yes,Yes,Yes,Yes,Yes,"5965 SOUTH 900 EAST, MURRAY, UT, 84121",False,,
108178,BEST HOME CARE CORPORATION,3053640017,Yes,Yes,Yes,Yes,Yes,Yes,"509 SOUTH WASHINGTON AVENUE STE 140, CLEVELAND, TX, 77327",False,,
398032,UNIQUE AID,8889986478,Yes,No,No,No,No,Yes,"1005 EAST 10TH STREET SUITE B, WESLACO, TX, 78596",True,26.1504,-97.980545
527290,MAXIM HEALTHCARE SERVICES,6082321000,Yes,No,No,No,No,Yes,"2501 PARKVIEW DRIVE SUITE 110, FORT WORTH, TX, 76102",True,32.739433,-97.35566
457869,TRADITIONAL HEALTHCARE SERVICES,9722182272,Yes,Yes,Yes,Yes,Yes,Yes,"2507 LACEWING LANE, HOUSTON, TX, 77067",True,29.948828,-95.46012
457872,NEW HEIGHTS HEALTHCARE AGENCY,2146312232,Yes,Yes,Yes,Yes,Yes,Yes,"4575 S WESTMORELAND ROAD, DALLAS, TX, 75237",False,,
147817,"GOOD HEART HOME HEALTH CARE, INC",8476350500,Yes,Yes,Yes,Yes,Yes,Yes,"1904 E. GRIFFIN PARKWAY STE B., MISSION, TX, 78572",True,26.225574,-98.29381
368103,ZIMAM HOME HEALTHCARE,6148490550,Yes,Yes,Yes,Yes,Yes,Yes,"2248 LOSANTIVILLE AVENUE, CINCINNATI, OH, 45237",True,39.190994,-84.45032
398010,ERWINE HOME HEALTH AND HOSPICE INC,5702881013,Yes,Yes,Yes,Yes,Yes,Yes,"2528 QUME DRIVE, SAN JOSE, CA, 95131",True,37.40015,-121.88877
67451,PROFESSIONAL HOME HEALTH CARE INC,7204940190,Yes,Yes,Yes,Yes,Yes,Yes,"850 COLORADO BLVD SUITE 103, LOS ANGELES, CA, 90041",True,34.139915,-118.18459
67452,HUMAN TOUCH HOME HEALTH CARE AGENCY INC DENVER,3039731513,Yes,Yes,Yes,Yes,Yes,Yes,"5700 CHEVROLET BLVD, PARMA, OH, 44130",True,41.40849,-81.76891
517129,STONERISE AT HOME,3047331626,Yes,Yes,Yes,Yes,Yes,Yes,"5687 EASTEX FREEWAY, BEAUMONT, TX, 77702",True,30.124905,-94.15451
147818,"ADMIRE HOME HEALTHCARE AGENCY, INC",8477681050,Yes,Yes,Yes,Yes,Yes,Yes,"26 S CORIA ST SUITE D, BROWNSVILLE, TX, 78520",False,,
368104,KINDRED AT HOME II,4195895921,Yes,Yes,Yes,Yes,Yes,Yes,"2652 WINDSWEPT LANE, MESQUITE, TX, 75181",True,32.730366,-96.591644
457874,HEALTH SOLUTIONS HOME HEALTH,2813610715,Yes,Yes,Yes,Yes,Yes,Yes,"2801 W FM 544 SUITE 104, WYLIE, TX, 75098",True,33.011242,-96.579765
67453,OPTIMAL HOME CARE INC,3034889999,Yes,Yes,Yes,Yes,Yes,Yes,"17819 STUEBNER AIRLINE RD SUITE F, SPRING, TX, 77379",True,30.030655,-95.53275
457871,BELLCOA HOME HEALTH SERVICE  INC,5125339990,Yes,Yes,Yes,Yes,Yes,Yes,"6453 SOUTHWEST BLVD, BENBROOK, TX, 76132",True,32.692654,-97.4206
457877,TRADITIONS HEALTH CARE,9798225511,Yes,Yes,Yes,Yes,Yes,Yes,"4230 LBJ FREEWAY SUITE 128, DALLAS, TX, 75244",False,,
457878,MARSHALL HOMECARE AND HOSPICE,9039238154,Yes,Yes,Yes,Yes,Yes,Yes,"2703 HALL STREET, HAYS, KS, 67601",True,38.885555,-99.3363
248088,OUR LADY OF PEACE HOME CARE,6517895030,Yes,Yes,Yes,Yes,Yes,Yes,"1720 SOUTH EDMONDS LANE, LEWISVILLE, TX, 75067",True,33.02288,-97.010635
377692,"CARTER HEALTHCARE OF OKLAHOMA, LLC",9183230269,Yes,Yes,Yes,Yes,Yes,Yes,"7001 BOULEVARD 26 SUITE 113, NORTH RICHLAND HILLS, TX, 76180",False,,
457873,UNITED HOME CARE,3616648908,Yes,Yes,Yes,Yes,Yes,Yes,"505 ANGELITA DRIVE SUITE 12, WESLACO, TX, 78596",False,,
307085,MAXIM HEALTHCARE SERVICES,6036445003,Yes,No,No,No,No,Yes,"7506 GEORGIA AVENUE NW UNIT 1, WASHINGTON, DC, 20012",True,38.981216,-77.02653
147820,"HOME BOUND HEALTHCARE, INC",7087980800,Yes,Yes,Yes,Yes,Yes,Yes,"4560 SE INTERNATIONAL WAY, MILWAUKIE, OR, 97222",True,45.435673,-122.61627
457875,PROFICIENT HOME HEALTH CARE SERVICES INC,9722641043,Yes,Yes,Yes,No,Yes,Yes,"409 N SECOND ST, YAKIMA, WA, 98901",False,,
147819,"GREATLAND HOME HEALTH SERVICES, INC",6305482126,Yes,Yes,Yes,Yes,Yes,Yes,"1401 E 4TH AVE STE 202, HIALEAH, FL, 33010",False,,
267597,PHOENIX HOME CARE,5736353900,Yes,Yes,Yes,Yes,Yes,Yes,"1480 INDIAN SPRINGS ROAD, INDIANA, PA, 15701",True,40.606777,-79.188225
248089,SUMMIT HOME HEALTH CARE INC,7634178888,Yes,Yes,Yes,Yes,Yes,Yes,"4150 RIO BRAVO STREET SUITE 105, EL PASO, TX, 79902",True,31.794033,-106.513535
368106,"VALLEY HOME HEALTH CARE, LLC",3307585727,Yes,Yes,Yes,Yes,No,Yes,"2150 BLEECKER STREET, UTICA, NY, 13501",True,43.089657,-75.191574
457881,NEW MISSION HOME CARE,9158519200,Yes,Yes,Yes,Yes,Yes,Yes,"827 N. MAIN ST., CLEBURNE, TX, 76033",True,32.342037,-97.38521
457882,JORDAN HEALTH SERVICES,9365399846,Yes,Yes,Yes,Yes,Yes,Yes,"16100 CAIRNWAY DRIVE SUITE 295, HOUSTON, TX, 77084",True,29.841244,-95.64525
407031,HOME CARE FRANCISCOS,7878194684,Yes,Yes,Yes,Yes,Yes,Yes,"3102 E BUSINESS 83 STE E, WESLACO, TX, 78596",False,,
108185,ABLE CARE CONNECT HOME HEALTH,9523618000,Yes,Yes,Yes,Yes,Yes,Yes,"2821 SOUTH PARKER ROAD SUITE 615, AURORA, CO, 80014",True,39.665405,-104.86013
108194,"HOMED CARE, INC",3057693332,Yes,Yes,Yes,Yes,Yes,Yes,"2100 SE HILLMOOR DR STE 102, PORT SAINT LUCIE, FL, 34952",True,27.283945,-80.28732
368108,PHOENIX HOME HEALTH CARE OF CENTRAL OHIO LLC,6148888885,Yes,Yes,Yes,Yes,No,Yes,"8000 N UNIVERSITY DR, TAMARAC, FL, 33321",False,,
108195,DOCTORS CHOICE HOME CARE,4072962610,Yes,Yes,Yes,Yes,Yes,Yes,"851 PENNIMAN AVENUE, PLYMOUTH, MI, 48170",True,42.371346,-83.46992
398033,ACT HOME HEALTH SERVICES INC,2153891800,Yes,No,No,No,No,Yes,"3733 PARK EAST DRIVE, BEACHWOOD, OH, 44122",True,41.45956,-81.494064
17327,AMEDISYS HOME HEALTH OF WALKER,2052952434,Yes,Yes,Yes,Yes,Yes,Yes,"6413 N KINZUA, CHICAGO, IL, 60646",False,,
108196,AT HOME COMPANION OF FLORIDA INC,4079337781,Yes,Yes,Yes,Yes,Yes,Yes,"11 NORTH HIGHLAND AVENUE, CHANUTE, KS, 66720",True,37.681973,-95.45054
108200,REPUTABLE HEALTH CARE INC,9544346288,Yes,Yes,Yes,Yes,Yes,Yes,"3200 SPRING FOREST ROAD SUITE 201, RALEIGH, NC, 27616",True,35.855156,-78.58827
157565,"DEACONESS HOME HEALTH, LLC",8124253561,Yes,Yes,Yes,Yes,Yes,Yes,"2189 SILAS DEANE HWY, ROCKY HILL, CT, 6067",True,41.67009,-72.64306
368109,"AMERICA'S HOME HEALTH SERVICES, LLC",6142740400,Yes,Yes,Yes,Yes,No,Yes,"4700 140TH AVE STE C102, CLEARWATER, FL, 33765",False,,
147822,"DIRECTMED HEALTH SERVICES, LLC",3126425500,Yes,Yes,Yes,Yes,Yes,Yes,"704 E GRIFFIN PARKWAY SUITE 120, MISSION, TX, 78572",True,26.230474,-98.329506
237579,COMFORT HOME HEALTHCARE,2489055295,Yes,Yes,Yes,Yes,Yes,Yes,"873 S STEMMONS FRWY SUITE 100, LEWISVILLE, TX, 75067",False,,
457884,PULSE HOMECARE,4092128880,Yes,Yes,No,Yes,Yes,Yes,"1800 JUDSON ROAD SUITE 2000, LONGVIEW, TX, 75605",True,32.52732,-94.742584
58304,"OSO HOME CARE, INC",9496607126,Yes,Yes,Yes,Yes,Yes,No,"7125 MARVIN D LOVE FREEWAY SUITE 320, DALLAS, TX, 75237",True,32.661716,-96.87092
147823,"HAVE A HEART HEALTH CARE, LTD",7084796555,Yes,Yes,Yes,Yes,Yes,Yes,"10330 W ROOSEVELT RD, WESTCHESTER, IL, 60154",False,,
147824,NORTHWEST HOME HEALTH & REHAB,8478540186,Yes,Yes,Yes,Yes,Yes,Yes,"17000 EXECUTIVE PLAZA DR, DEARBORN, MI, 48126",True,42.324585,-83.21291
527291,INTERIM HEALTHCARE OF WESTERN WISCONSIN,7153779617,Yes,Yes,Yes,Yes,Yes,Yes,"181 WAUKEGAN RD, NORTHFIELD, IL, 60093",True,42.09532,-87.798164
147825,"LIBERTY HOME HEALTH CARE, INC",7737777570,Yes,Yes,Yes,Yes,Yes,Yes,"502 NORTH KANSAS, LIBERAL, KS, 67901",True,37.04288,-100.922325
147826,"CHICAGO HOME HEALTHCARE, S C",3124216800,Yes,Yes,Yes,Yes,Yes,Yes,"3245 EAST LIVINGSTON AVENUE, COLUMBUS, OH, 43227",True,39.946568,-82.909744
457888,CHRYSOLYTE HEALTH SERVICES,8327030137,Yes,Yes,Yes,Yes,Yes,Yes,"3939 US 80 E HIGHWAY SUITE 239 A, MESQUITE, TX, 75150",True,32.79438,-96.65786
108202,PREFERRED CARE HOME HEALTH SERVICES,3052757573,Yes,Yes,Yes,Yes,Yes,Yes,"2605 W ATLANTIC AVE BLDG A STE 202, DELRAY BEACH, FL, 33445",True,26.45856,-80.099846
167400,RECOVER HEALTH,5154977700,Yes,Yes,Yes,Yes,No,Yes,"1614 W BUSINESS HWY 60, DEXTER, MO, 63841",False,,
237580,PLATINUM HOME CARE,3133880510,Yes,Yes,Yes,Yes,Yes,Yes,"1435 SANTA BARBARA BLVD UNIT 1, CAPE CORAL, FL, 33991",False,,
457890,A HEALING TOUCH HOME HEALTH,9564471803,Yes,Yes,Yes,Yes,Yes,Yes,"4348 SOUTHPOINT BLVD STE 320, JACKSONVILLE, FL, 32216",False,,
457891,PATIENCE HOME HEALTH CARE,2103404445,Yes,Yes,Yes,Yes,Yes,Yes,"1400 EAST JOLIET STREET, CROWN POINT, IN, 46307",False,,
457892,CARTER HEALTHCARE,8306254837,Yes,Yes,Yes,Yes,Yes,No,"467 WATERBURY COURT, GAHANNA, OH, 43230",True,40.00747,-82.86545
457893,RENEW HOME HEALTH,8179216400,Yes,Yes,Yes,Yes,Yes,Yes,"875 GREENTREE ROAD, PITTSBURGH, PA, 15220",False,,
457894,NURSES CARE HOME SERVICES,9155999998,Yes,Yes,Yes,Yes,Yes,Yes,"916 WEST NOLANA LOOP SUITE C, PHARR, TX, 78577",True,26.231956,-98.1684
457895,CARING HOME HEALTH INC,9722262929,Yes,Yes,Yes,Yes,Yes,Yes,"2020 N. LOOP WEST   STE. 140, HOUSTON, TX, 77018",False,,
